+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                             DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg735_reg[30]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                              DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT32Stg1In25_reg[8]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT641/dataOut30_reg[13]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                           DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg10A57_reg[29]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg6A25_reg[25]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                             DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg543_reg[23]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/s03_couplers/auto_pc/inst/gen_axilite.gen_b2s_conv.axilite_b2s/RD.r_channel_0/transaction_fifo_0/cnt_read_reg[3]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0/U0/MicroBlaze_Core_I/Performance.Core/Data_Flow_I/Barrel_Shifter_I/Use_HW_BS.Using_BitField.mem_mask0_reg[19]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg8A21_reg[29]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                             DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT32Stg1In14_reg[18]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                              DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT641/dataOut0_reg[7]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg4A19_reg[31]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT161/dataOut13_reg[23]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg2A55_reg[21]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0/U0/MicroBlaze_Core_I/Performance.Core/Data_Flow_I/FPU_I/Use_FPU.Using_FPU_Extended.fpu_conv_I1/left_right_shifter.mux3_reg[27]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0/U0/MicroBlaze_Core_I/Performance.Core/Data_Flow_I/Using_Div_Unit.Div_unit_I1/R_reg[11]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT641/dataOut48_reg[15]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                              DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT16Stg1In7_reg[15]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                      DCTCop_i/axi_uartlite_0/U0/AXI_LITE_IPIF_I/I_SLAVE_ATTACHMENT/s_axi_rdata_i_reg[6]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                              DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT32Stg1In6_reg[22]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0/U0/MicroBlaze_Core_I/Performance.Core/Using_ICache.ICache_I1/Using_Victim_Cache.victim_cache_I1/lru_victim_1_reg[2]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/s02_couplers/auto_pc/inst/gen_axilite.gen_b2s_conv.axilite_b2s/SI_REG/aw.aw_pipe/m_valid_i_reg/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                           DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg10A42_reg[20]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                               DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT8Stg1In3_reg[18]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                              DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT32Stg1In3_reg[30]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |            DCTCop_i/microblaze_0/U0/MicroBlaze_Core_I/Performance.Core/Decode_I/ex_MSR_clear_decode_reg/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/s02_couplers/auto_pc/inst/gen_axilite.gen_b2s_conv.axilite_b2s/RD.ar_channel_0/cmd_translator_0/incr_cmd_0/axlen_cnt_reg[8]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                             DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT32Stg1In25_reg[30]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                              DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT16Stg1In3_reg[18]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                              DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT16Stg1In3_reg[26]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0/U0/MicroBlaze_Core_I/Performance.Core/Using_ICache.ICache_I1/Cache_Interface_I1/Using_AXI.Use_Read_Data_Active.read_data_counter_reg[2]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                           DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg10A61_reg[29]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg8A49_reg[25]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                           DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg10A59_reg[25]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                           DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg10A61_reg[31]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT162/s_stg2A10_reg[13]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT161/dataOut13_reg[20]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/s03_couplers/auto_pc/inst/gen_axilite.gen_b2s_conv.axilite_b2s/SI_REG/r.r_pipe/m_valid_i_reg/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                           DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg10A59_reg[27]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                        DCTCop_i/axi_uartlite_0/U0/AXI_LITE_IPIF_I/I_SLAVE_ATTACHMENT/s_axi_rvalid_i_reg/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/s02_couplers/auto_pc/inst/gen_axilite.gen_b2s_conv.axilite_b2s/RD.ar_channel_0/cmd_translator_0/wrap_cmd_0/axlen_cnt_reg[2]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                           DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg10A42_reg[21]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT641/dataOut31_reg[12]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT321/dataOut23_reg[22]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                           DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg10A56_reg[29]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                               DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT32Stg1In1_reg[2]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg4A21_reg[17]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT161/dataOut14_reg[17]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg2A54_reg[30]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg2A47_reg[29]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                             DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT64Stg1In61_reg[15]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg4A54_reg[28]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/s02_couplers/auto_pc/inst/gen_axilite.gen_b2s_conv.axilite_b2s/RD.ar_channel_0/cmd_translator_0/incr_cmd_0/axlen_cnt_reg[0]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg4A54_reg[29]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg8A28_reg[22]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg8A29_reg[29]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg4A19_reg[30]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/s02_couplers/auto_pc/inst/gen_axilite.gen_b2s_conv.axilite_b2s/RD.ar_channel_0/cmd_translator_0/wrap_cmd_0/axlen_cnt_reg[1]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg4A21_reg[16]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg2A40_reg[21]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/s02_couplers/auto_pc/inst/gen_axilite.gen_b2s_conv.axilite_b2s/RD.ar_channel_0/cmd_translator_0/incr_cmd_0/axlen_cnt_reg[6]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg8A29_reg[31]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0/U0/MicroBlaze_Core_I/Performance.Core/Data_Flow_I/Using_Div_Unit.Div_unit_I1/make_result_neg_reg/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT641/dataOut30_reg[18]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/s03_couplers/auto_pc/inst/gen_axilite.gen_b2s_conv.axilite_b2s/SI_REG/r.r_pipe/m_payload_i_reg[14]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                               DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT8Stg1In3_reg[14]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                                            DCTCop_i/axi_uartlite_0/U0/UARTLITE_CORE_I/status_reg_reg[2]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg4A19_reg[24]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/xbar/inst/gen_sasd.crossbar_sasd_0/gen_decerr.decerr_slave_inst/gen_axilite.s_axi_arready_i_reg/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg4A19_reg[25]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg6A26_reg[29]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg8A28_reg[17]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/s02_couplers/auto_pc/inst/gen_axilite.gen_b2s_conv.axilite_b2s/RD.ar_channel_0/cmd_translator_0/wrap_cmd_0/axlen_cnt_reg[0]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg4A27_reg[31]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                             DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg344_reg[18]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT641/dataOut58_reg[14]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT321/dataOut23_reg[23]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg4A27_reg[29]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                               DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT8Stg1In3_reg[13]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg6A25_reg[26]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg2A54_reg[31]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg2A41_reg[23]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg2A54_reg[25]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0/U0/MicroBlaze_Core_I/Performance.Core/Data_Flow_I/FPU_I/Use_FPU.Using_FPU_Extended.fpu_conv_I1/left_right_shifter.mux3_reg[28]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                             DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT32Stg1In25_reg[18]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/s03_couplers/auto_pc/inst/gen_axilite.gen_b2s_conv.axilite_b2s/SI_REG/r.r_pipe/m_payload_i_reg[11]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                             DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT162/s_stg6A9_reg[31]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                               DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT32Stg1In1_reg[3]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                             DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT321/dataOut4_reg[20]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/s02_couplers/auto_pc/inst/gen_axilite.gen_b2s_conv.axilite_b2s/RD.ar_channel_0/cmd_translator_0/incr_cmd_0/axlen_cnt_reg[3]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0/U0/MicroBlaze_Core_I/Performance.Core/Using_ICache.ICache_I1/Using_Victim_Cache.victim_cache_I1/LRU_Module_I1/Eight_Lines.bin_tree_reg[4]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                             DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg735_reg[26]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg8A29_reg[28]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                           DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg10A57_reg[25]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                           DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg10A48_reg[30]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                             DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT641/dataOut12_reg[8]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg8A21_reg[25]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                                DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT8Stg1In3_reg[6]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg6A26_reg[30]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                                DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT8Stg1In3_reg[4]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT161/dataOut13_reg[18]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0_axi_periph/s03_couplers/auto_pc/inst/gen_axilite.gen_b2s_conv.axilite_b2s/SI_REG/r.r_pipe/m_payload_i_reg[24]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                                DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/s_DCT8Stg1In3_reg[7]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg4A54_reg[31]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT641/dataOut37_reg[23]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |DCTCop_i/microblaze_0/U0/MicroBlaze_Core_I/Performance.Core/Data_Flow_I/Using_Div_Unit.Div_unit_I1/R_reg[15]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT322/s_stg6A25_reg[21]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg2A45_reg[29]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                            DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg2A55_reg[17]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                             DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg948_reg[29]/D|
| clk_out1_DCTCop_clk_wiz_1_1 |clk_out1_DCTCop_clk_wiz_1_1 |                           DCTCop_i/DCTs_0/U0/DCTs_v1_0_S00_AXI_inst/DCTKERNEL/DCT642/s_stg10M521_reg[8]/D|
